datetime,CALL_open,CALL_high,CALL_low,CALL_close,CALL_volume,CALL_oi,CALL_iv,strike,spot,PUT_open,PUT_high,PUT_low,PUT_close,PUT_volume,PUT_oi,PUT_iv
2023-03-01 09:15:00,273.1,291.3,251.4,285.65,336650,75450,10.398133,17350.0,17369.75,205.0,210.0,180.85,185.95,320600,115300,13.307682
2023-03-01 09:30:00,285.65,289.2,254.25,272.4,203700,935300,10.122369,17400.0,17405.4492,185.95,205.25,182.0,188.0,208450,1318600,13.081975
2023-03-01 09:45:00,272.8,282.75,263.5,265.55,222450,997700,10.285053,17400.0,17389.4004,189.6,197.45,182.4,194.75,319850,1378600,13.092017
2023-03-01 10:00:00,265.55,279.9,265.55,271.35,85000,1010400,10.115906,17400.0,17404.1504,194.45,194.45,182.8,188.85,92200,1402350,13.101802
2023-03-01 10:15:00,271.35,278.15,265.05,277.5,59700,1010750,9.984597,17400.0,17418.0,188.9,193.15,183.05,184.35,85700,1396700,13.160349
2023-03-01 10:30:00,277.5,285.0,272.65,276.65,108300,1026100,9.924405,17400.0,17418.5,184.35,188.25,178.2,185.7,116250,1424600,13.244604
2023-03-01 10:45:00,276.65,279.0,272.0,277.3,82500,1030300,9.928976,17400.0,17419.5,185.7,189.95,184.8,185.6,120450,1427950,13.261931
2023-03-01 11:00:00,277.85,281.95,246.0,250.5,70900,93750,9.742102,17450.0,17430.5,185.35,204.8,182.3,199.8,72700,112250,13.13974
2023-03-01 11:15:00,250.5,255.45,249.15,251.5,7600,93100,9.890259,17450.0,17427.6504,199.8,201.85,197.0,199.0,9900,113150,13.035357
2023-03-01 11:30:00,282.1,284.3,247.95,252.6,27700,93750,9.859323,17450.0,17429.25,180.25,200.25,178.15,198.0,37500,114500,13.019459
2023-03-01 11:45:00,252.6,283.0,249.65,251.25,19900,95550,9.891647,17450.0,17427.4004,198.3,201.05,179.8,199.7,26900,116600,13.069279
2023-03-01 12:00:00,251.25,282.0,249.95,271.6,76700,1070350,10.034848,17400.0,17407.8008,199.7,201.5,180.8,189.0,94450,1522400,13.19938
2023-03-01 12:15:00,271.6,275.9,265.0,275.6,87700,1111050,9.931124,17400.0,17417.3496,188.6,193.75,183.85,184.5,174200,1577650,13.16526
2023-03-01 12:30:00,275.15,277.7,269.4,274.55,55500,1103900,9.878819,17400.0,17417.3008,184.5,189.75,182.45,184.4,74150,1567100,13.160206
2023-03-01 12:45:00,274.5,281.15,249.95,279.75,41100,1096600,10.00316,17400.0,17422.0508,184.4,198.8,179.65,180.35,52800,1577900,13.045442
2023-03-01 13:00:00,279.75,281.2,274.0,277.0,51450,1085650,10.107296,17400.0,17414.75,180.5,185.65,179.3,183.2,65400,1584950,13.044005
2023-03-01 13:15:00,277.0,279.45,270.65,278.25,114750,1123400,9.959117,17400.0,17421.1504,183.2,187.75,180.35,180.5,75150,1581850,13.03704
2023-03-01 13:30:00,277.2,280.25,270.0,279.25,89250,1161150,10.038267,17400.0,17420.5508,181.1,187.2,178.9,179.7,104050,1621200,12.982643
2023-03-01 13:45:00,249.4,283.8,249.35,280.5,37500,1127100,9.997703,17400.0,17423.8008,197.55,198.0,175.1,177.55,45250,1584800,12.937314
2023-03-01 14:00:00,248.9,259.5,248.9,259.5,5150,96600,9.862677,17450.0,17442.9004,196.4,196.4,188.05,188.05,8100,112900,12.806301
2023-03-01 14:15:00,259.5,262.2,251.45,260.05,7400,97450,9.801728,17450.0,17445.75,188.05,194.0,183.5,184.7,13050,116800,12.691637
2023-03-01 14:30:00,260.05,270.3,260.05,269.85,18800,97250,9.668594,17450.0,17465.5508,184.7,184.7,176.0,176.0,25150,120750,12.654478
2023-03-01 14:45:00,269.85,272.7,263.1,264.0,27650,105450,9.844315,17450.0,17451.0996,176.0,181.3,175.1,180.95,25600,119300,12.610468
2023-03-01 15:00:00,264.0,269.0,256.45,260.4,10400,108450,9.78617,17450.0,17447.0996,180.95,184.0,176.4,183.2,25950,121450,12.644878
2023-03-01 15:15:00,260.0,265.95,259.85,265.95,19750,111300,9.750075,17450.0,17457.25,183.2,183.2,174.1,176.7,26400,123250,12.518421
2023-03-02 09:15:00,252.95,268.35,238.85,245.65,230550,1357950,9.934369,17400.0,17377.0996,190.8,199.0,176.2,197.45,310000,1831450,13.084002
2023-03-02 09:30:00,275.0,278.8,239.0,252.7,428600,1271250,9.961144,17400.0,17388.1504,179.0,202.6,174.05,192.2,486400,1708200,13.053266
2023-03-02 09:45:00,253.75,281.6,243.5,266.0,50950,76050,10.407944,17350.0,17348.0,191.25,201.15,175.2,193.3,72750,117550,13.3648
2023-03-02 10:00:00,266.0,274.2,263.25,267.55,27150,77900,10.283559,17350.0,17354.3496,193.2,195.0,184.4,188.0,34550,122500,13.220168
2023-03-02 10:15:00,267.55,275.0,264.0,271.2,11300,90750,9.923802,17350.0,17370.75,188.0,192.1,178.65,183.2,9250,131450,13.320756
2023-03-02 10:30:00,243.45,249.75,243.45,248.1,157050,1214800,9.894868,17400.0,17382.9492,200.6,200.6,190.5,194.15,129150,1632200,13.046214
2023-03-02 10:45:00,247.55,276.0,244.4,270.9,24050,89450,10.083915,17350.0,17365.9004,194.15,196.2,176.0,179.25,25700,129150,13.002058
2023-03-02 11:00:00,272.0,276.65,240.6,244.8,47900,1131200,9.944736,17400.0,17376.0996,179.25,199.65,173.8,194.85,56900,1623150,12.930588
2023-03-02 11:15:00,244.8,276.45,244.7,272.9,21800,89050,9.953906,17350.0,17373.0,194.25,194.95,173.35,175.45,24300,127400,12.951359
2023-03-02 11:30:00,272.9,273.4,242.3,243.55,41150,1111800,9.885252,17400.0,17376.0508,175.45,195.75,172.7,194.75,40250,1595450,12.926717
2023-03-02 11:45:00,243.55,273.8,243.0,247.2,31350,1125100,9.859819,17400.0,17383.0508,194.75,195.65,173.7,189.2,37000,1609900,12.788174
2023-03-02 12:00:00,248.0,256.05,246.0,248.25,118850,1115500,9.797285,17400.0,17386.8008,189.2,190.95,180.0,188.0,104300,1605100,12.809432
2023-03-02 12:15:00,277.5,278.35,239.75,244.2,157000,1058150,9.840267,17400.0,17378.8496,168.6,194.95,168.35,191.15,163400,1540200,12.800538
2023-03-02 12:30:00,244.05,247.25,242.4,243.25,110650,1085300,9.826042,17400.0,17377.8008,191.35,192.5,187.3,191.25,125100,1577600,12.783314
2023-03-02 12:45:00,243.0,273.0,239.4,271.3,60500,90050,9.887537,17350.0,17372.0996,191.6,195.0,172.15,175.45,72900,131650,12.940137
2023-03-02 13:00:00,240.8,275.0,240.15,258.0,51350,89850,9.926213,17350.0,17350.5996,195.75,196.0,172.15,184.2,45200,131500,12.946673
2023-03-02 13:15:00,258.0,263.0,256.75,258.0,15000,94850,9.818965,17350.0,17353.8496,185.2,185.2,178.1,183.4,13300,135600,12.976768
2023-03-02 13:30:00,258.0,272.55,239.25,264.6,38700,954150,9.807997,17300.0,17316.0508,183.4,198.7,176.15,182.7,54950,1716750,13.239198
2023-03-02 13:45:00,264.6,273.85,239.25,271.4,82650,965450,10.02204,17300.0,17320.9004,182.7,199.0,177.2,181.15,103500,1723500,13.262049
2023-03-02 14:00:00,271.4,271.75,239.35,249.8,60650,94950,10.033217,17350.0,17334.3008,181.15,203.0,180.0,189.7,88850,131950,12.883843
