datetime,CALL_open,CALL_high,CALL_low,CALL_close,CALL_volume,CALL_oi,CALL_iv,strike,spot,PUT_open,PUT_high,PUT_low,PUT_close,PUT_volume,PUT_oi,PUT_iv
2024-08-01 09:15:00,321.0,372.9,321.0,357.15,39350.0,51225.0,8.900653,25050.0,25053.4,336.95,336.95,294.6,296.1,24700,32200,13.953237
2024-08-01 09:30:00,357.15,361.05,348.6,350.95,18600.0,58575.0,8.855591,25050.0,25045.55,296.1,304.25,292.5,303.0,19125,37725,14.089153
2024-08-01 09:45:00,351.7,360.0,341.85,355.1,22425.0,61900.0,8.825768,25050.0,25053.55,303.0,311.8,299.75,306.6,11975,41000,14.345414
2024-08-01 10:00:00,355.1,357.5,339.25,339.65,17525.0,66400.0,8.635243,25050.0,25037.05,306.6,312.3,305.9,311.3,10500,43275,14.266695
2024-08-01 10:15:00,339.65,365.0,334.45,360.8,18175.0,2403150.0,8.635646,25000.0,25021.65,311.3,315.4,290.7,292.85,20050,2839825,14.137017
2024-08-01 10:30:00,360.8,365.5,332.65,362.1,68225.0,2394750.0,8.727519,25000.0,25020.1,292.6,315.6,289.65,291.65,78050,2827525,14.070698
2024-08-01 10:45:00,362.15,362.6,353.65,354.0,160725.0,2411300.0,8.559765,25000.0,25014.4,291.25,299.65,291.0,295.65,167475,2873175,14.134368
2024-08-01 11:00:00,353.8,356.65,328.1,332.1,130450.0,68450.0,8.447351,25050.0,25033.45,296.05,317.05,291.8,313.8,118575,50875,14.308885
2024-08-01 11:15:00,332.1,359.8,330.7,356.85,83950.0,2447000.0,8.459977,25000.0,25023.1,313.8,316.9,292.25,293.0,107625,2947425,14.170435
2024-08-01 11:30:00,356.85,358.9,328.05,346.2,85450.0,2454650.0,8.658871,25000.0,24998.45,293.7,320.9,292.05,307.2,137875,2938225,14.322797
2024-08-01 11:45:00,346.7,349.65,340.05,345.85,139875.0,2454375.0,8.615139,25000.0,24999.85,307.25,313.45,304.35,307.5,143525,2932725,14.356897
2024-08-01 12:00:00,345.85,348.6,337.75,339.8,99150.0,2468275.0,8.610385,25000.0,24990.55,307.5,315.0,304.3,313.8,106275,2920250,14.447603
2024-08-01 12:15:00,339.8,344.0,328.5,332.75,135125.0,2477950.0,8.631205,25000.0,24978.45,313.9,325.0,310.4,323.2,155700,2936700,14.607176
2024-08-01 12:30:00,332.75,356.65,323.9,328.5,124400.0,2516725.0,8.359442,25000.0,24983.3,323.45,328.4,303.85,322.3,143575,2952600,14.651348
2024-08-01 12:45:00,328.0,337.55,327.1,329.65,88475.0,2528025.0,8.408689,25000.0,24983.2,322.05,326.05,314.05,317.85,91025,2957875,14.487399
2024-08-01 13:00:00,329.9,343.85,329.05,341.6,73075.0,2534475.0,8.462951,25000.0,25000.1,317.85,317.85,306.9,310.75,87775,2961700,14.48853
2024-08-01 13:15:00,341.6,343.0,329.55,331.0,106250.0,2544725.0,8.568579,25000.0,24978.85,310.75,318.75,307.6,318.75,128250,2987175,14.45575
2024-08-01 13:30:00,331.0,333.1,328.4,329.0,97825.0,2545750.0,8.513426,24950.0,24974.15,318.75,320.0,298.1,298.9,113375,66825,14.442131
2024-08-01 13:45:00,357.25,357.25,325.6,329.8,243450.0,2593650.0,8.382206,25000.0,24985.1,298.9,320.8,298.9,312.9,253625,3062350,14.34056
2024-08-01 14:00:00,329.8,336.85,328.1,331.1,111450.0,2608025.0,8.521062,25000.0,24981.45,312.85,315.15,307.55,315.0,133300,3071150,14.362701
2024-08-01 14:15:00,330.0,358.6,325.05,354.85,76075.0,76975.0,8.449937,24950.0,24973.05,315.25,322.0,297.8,301.0,95725,67100,14.508349
2024-08-01 14:30:00,354.85,355.25,325.6,337.25,104850.0,2678050.0,8.229984,25000.0,25003.6,301.0,320.9,299.3,309.0,102375,3174700,14.486952
2024-08-01 14:45:00,336.7,339.15,323.05,328.55,179300.0,2723900.0,8.40796,25000.0,24982.55,308.75,314.05,306.65,312.8,229550,3213325,14.303232
2024-08-01 15:00:00,328.65,340.0,324.0,336.6,434100.0,2665125.0,7.8321,25000.0,25018.7,312.9,318.95,302.7,303.2,511625,3223100,14.505731
2024-08-01 15:15:00,336.45,340.0,308.95,340.0,467900.0,2640400.0,8.286647,25000.0,25006.0,302.55,327.3,300.25,302.0,501425,3184350,14.269055
2024-08-02 09:15:00,400.0,400.0,324.95,331.85,202750.0,45300.0,8.749063,24850.0,24837.0,345.0,355.0,294.8,316.4,319600,55925,14.693473
2024-08-02 09:30:00,331.85,370.5,323.15,361.9,164550.0,44900.0,9.381619,24750.0,24761.5,316.4,332.0,298.55,325.0,237525,64650,15.457398
2024-08-02 09:45:00,359.75,361.7,342.85,344.15,81400.0,82975.0,9.246042,24750.0,24738.65,326.3,347.65,321.25,342.25,39125,72200,15.746677
2024-08-02 10:00:00,344.15,363.0,330.1,334.9,36700.0,1095075.0,9.095436,24800.0,24778.9,341.3,343.2,307.0,329.75,23675,1758500,15.095119
2024-08-02 10:15:00,335.5,361.0,328.0,355.9,50475.0,98950.0,9.338239,24750.0,24754.1,329.35,333.9,310.0,321.3,67200,72150,15.205421
2024-08-02 10:30:00,355.9,363.0,334.1,343.95,125100.0,1132975.0,9.095855,24800.0,24793.9,321.3,332.55,309.6,317.5,116350,1801100,14.876945
2024-08-02 10:45:00,344.05,361.1,342.35,361.1,70400.0,1125725.0,9.095282,24800.0,24821.4,318.3,321.0,303.3,304.1,93425,1787600,14.804574
2024-08-02 11:00:00,360.4,362.0,340.55,351.05,95150.0,1129175.0,9.108983,24800.0,24805.05,304.1,326.3,304.05,322.25,131800,1800500,15.236992
