datetime,CALL_open,CALL_high,CALL_low,CALL_close,CALL_volume,CALL_oi,CALL_iv,strike,spot,PUT_open,PUT_high,PUT_low,PUT_close,PUT_volume,PUT_oi,PUT_iv
2023-12-01 09:15:00,325.0,333.45,295.7,299.1,613950.0,157850.0,10.470481,20250.0,20226.25,203.65,208.0,172.55,190.5,764000.0,112350.0,11.320752
2023-12-01 09:30:00,299.1,330.0,298.0,324.9,127200.0,1521150.0,10.484957,20200.0,20219.65,190.5,191.05,173.0,174.8,151950.0,1502850.0,11.42132
2023-12-01 09:45:00,324.3,331.95,298.1,324.1,100650.0,151300.0,10.855603,20250.0,20254.45,174.9,189.0,170.2,177.4,129900.0,122600.0,11.243604
2023-12-01 10:00:00,324.1,324.6,303.6,315.5,67000.0,156050.0,10.332441,20250.0,20258.65,177.0,186.75,176.6,182.8,54100.0,124000.0,11.576063
2023-12-01 10:15:00,315.55,317.55,307.0,307.9,51550.0,182800.0,9.911204,20250.0,20260.85,182.8,187.45,181.4,187.45,51700.0,114850.0,11.836246
2023-12-01 10:30:00,307.9,311.85,300.15,305.65,38300.0,206300.0,9.798882,20250.0,20261.15,187.45,190.05,182.85,187.0,28550.0,123050.0,11.821871
2023-12-01 10:45:00,305.65,314.35,302.0,314.1,30100.0,214850.0,10.14217,20250.0,20263.25,186.5,188.15,180.4,181.55,31400.0,141850.0,11.605896
2023-12-01 11:00:00,314.1,317.35,308.25,310.15,28750.0,215450.0,9.962391,20250.0,20263.1,181.55,183.7,180.0,182.5,36950.0,152700.0,11.648931
2023-12-01 11:15:00,309.25,319.75,286.6,288.8,31800.0,910500.0,9.880727,20300.0,20279.9,182.5,196.3,177.15,195.4,24800.0,538300.0,11.60573
2023-12-01 11:30:00,288.8,322.15,281.45,283.0,51350.0,909250.0,9.738997,20300.0,20275.4,195.4,200.8,177.5,199.35,52850.0,554700.0,11.703456
2023-12-01 11:45:00,283.0,286.85,280.05,286.15,44300.0,910900.0,9.717144,20300.0,20281.55,199.35,201.6,199.0,200.1,51900.0,561700.0,11.857739
2023-12-01 12:00:00,286.15,315.85,282.55,309.05,45250.0,234850.0,9.767642,20250.0,20268.35,200.1,201.5,182.2,185.0,43650.0,156950.0,11.868244
2023-12-01 12:15:00,310.05,314.2,278.6,279.3,21800.0,920350.0,9.579059,20300.0,20275.3,185.0,203.95,182.4,203.8,18600.0,601100.0,11.911103
2023-12-01 12:30:00,310.05,313.35,281.55,282.5,28150.0,921700.0,9.676177,20300.0,20277.3,185.1,202.95,181.65,202.25,30550.0,616300.0,11.879059
2023-12-01 12:45:00,282.5,315.35,281.8,285.7,47450.0,927150.0,9.826615,20300.0,20277.4,202.25,202.3,183.0,200.75,50350.0,631550.0,11.812542
2023-12-01 13:00:00,285.7,320.8,284.3,284.8,41350.0,922550.0,9.790763,20300.0,20277.3,200.75,202.05,178.3,199.0,39350.0,655200.0,11.730523
2023-12-01 13:15:00,284.8,316.5,282.1,315.6,10650.0,227550.0,9.978862,20250.0,20272.35,199.0,200.9,180.45,182.75,7350.0,160850.0,11.841802
2023-12-01 13:30:00,315.6,318.4,283.45,288.5,28450.0,946150.0,10.032151,20300.0,20275.1,182.75,200.0,179.5,197.05,34200.0,693800.0,11.599737
2023-12-01 13:45:00,288.5,322.8,287.5,287.95,74300.0,971650.0,9.951414,20300.0,20277.2,197.05,197.75,176.8,195.55,72550.0,721550.0,11.571677
2023-12-01 14:00:00,287.95,326.9,286.0,317.6,72200.0,221850.0,10.104978,20250.0,20271.7,195.5,195.5,174.85,178.35,89750.0,160100.0,11.625475
2023-12-01 14:15:00,317.6,322.05,284.95,318.4,25150.0,224400.0,10.280859,20250.0,20267.2,178.6,195.35,174.85,177.2,30500.0,160750.0,11.489498
2023-12-01 14:30:00,318.0,318.0,300.7,305.0,22000.0,225650.0,10.144209,20250.0,20250.25,177.3,182.75,173.2,180.35,27250.0,167000.0,11.324037
