datetime,CALL_open,CALL_high,CALL_low,CALL_close,CALL_volume,CALL_oi,CALL_iv,strike,spot,PUT_open,PUT_high,PUT_low,PUT_close,PUT_volume,PUT_oi,PUT_iv
2024-04-01 09:15:00,322.45,360.65,311.7,343.75,798250.0,2374850.0,11.547877,22500.0,22493.85,309.0,309.0,223.0,238.0,830050.0,2246800.0,13.189501
2024-04-01 09:30:00,343.0,366.95,328.65,338.0,353950.0,2379600.0,11.589876,22500.0,22482.6,237.7,241.6,215.35,234.55,618150.0,2322150.0,12.829917
2024-04-01 09:45:00,337.0,363.0,331.55,361.2,279800.0,2432600.0,11.635903,22500.0,22520.05,234.45,239.5,214.35,216.85,310550.0,2378400.0,12.732523
2024-04-01 10:00:00,361.85,363.25,342.0,349.0,190500.0,2466350.0,11.53514,22500.0,22503.65,216.8,227.9,215.35,222.0,207700.0,2434900.0,12.666317
2024-04-01 10:15:00,348.9,353.95,336.55,346.5,126350.0,2493450.0,11.523374,22500.0,22500.05,221.9,229.75,217.4,224.3,131900.0,2468350.0,12.70402
2024-04-01 10:30:00,346.5,349.35,336.05,341.45,95200.0,2512300.0,11.5122,22500.0,22492.1,224.15,228.0,220.7,225.15,138400.0,2487950.0,12.597058
2024-04-01 10:45:00,341.8,368.0,333.1,333.25,87550.0,2507150.0,11.543176,22500.0,22477.05,225.4,230.4,207.4,228.85,84050.0,2503700.0,12.482302
2024-04-01 11:00:00,333.7,368.15,329.65,334.5,46850.0,2516900.0,11.540845,22500.0,22479.45,228.85,232.8,208.1,227.5,64700.0,2513900.0,12.469067
2024-04-01 11:15:00,334.5,343.0,330.7,334.0,163500.0,2519900.0,11.463414,22500.0,22481.75,227.5,227.5,220.05,224.65,147600.0,2510050.0,12.387536
2024-04-01 11:30:00,333.95,361.65,328.95,349.75,28500.0,80900.0,11.261775,22450.0,22467.25,224.4,229.1,206.45,211.05,25600.0,123100.0,12.45613
2024-04-01 11:45:00,349.75,359.5,324.1,332.75,43400.0,2531900.0,11.421357,22500.0,22481.55,211.05,226.4,205.2,220.5,36000.0,2517000.0,12.203204
2024-04-01 12:00:00,332.75,363.85,328.35,355.0,37900.0,81500.0,11.642532,22450.0,22462.2,220.5,224.4,204.05,208.1,42500.0,125600.0,12.23618
2024-04-01 12:15:00,355.0,363.0,328.0,333.0,86700.0,2544250.0,11.555131,22450.0,22473.3,208.1,224.75,203.2,204.25,91850.0,126550.0,12.264568
2024-04-01 12:30:00,330.2,363.45,328.0,331.15,15050.0,2562000.0,11.490151,22450.0,22474.6,224.0,224.0,201.55,201.55,26350.0,127250.0,12.168046
2024-04-01 12:45:00,361.05,361.15,348.9,352.5,6050.0,84850.0,11.654186,22450.0,22461.65,201.55,215.5,201.55,209.75,10600.0,127200.0,12.304389
2024-04-01 13:00:00,352.5,359.05,333.95,346.0,11550.0,86850.0,11.694695,22450.0,22445.75,207.95,223.1,206.35,214.0,18200.0,125100.0,12.205458
2024-04-01 13:15:00,346.0,354.0,345.35,352.85,4650.0,88450.0,11.681203,22450.0,22457.95,214.0,214.2,206.2,208.2,8500.0,124600.0,12.170972
2024-04-01 13:30:00,352.85,363.0,352.3,352.3,8000.0,88850.0,11.609801,22450.0,22459.85,208.2,208.2,200.05,206.65,8750.0,125800.0,12.137535
2024-04-01 13:45:00,352.3,355.75,344.55,352.55,2950.0,89400.0,11.60073,22450.0,22460.2,206.65,212.05,205.0,207.15,5150.0,127300.0,12.167688
2024-04-01 14:00:00,352.55,361.1,350.0,350.0,6350.0,89550.0,11.658306,22450.0,22454.5,207.15,208.85,202.0,205.7,5350.0,128400.0,12.000806
2024-04-01 14:15:00,350.0,356.4,347.65,348.65,9850.0,92650.0,11.499413,22450.0,22461.2,205.7,210.2,204.35,206.6,11450.0,133150.0,12.164066
2024-04-01 14:30:00,348.65,354.05,337.75,337.75,5250.0,93550.0,11.600779,22450.0,22436.25,206.6,217.7,206.05,216.9,7550.0,133400.0,12.167421
2024-04-01 14:45:00,337.75,351.95,336.05,348.2,4850.0,93300.0,11.52062,22450.0,22457.1,216.9,219.2,203.0,205.9,12850.0,134300.0,12.061259
2024-04-01 15:00:00,348.2,353.9,342.7,352.55,6950.0,93900.0,11.532901,22450.0,22464.05,205.9,208.8,201.9,201.9,8300.0,134650.0,12.00915
2024-04-01 15:15:00,352.55,358.85,350.95,354.0,10150.0,91050.0,11.466475,22450.0,22469.05,201.9,203.5,196.05,197.45,23150.0,134950.0,11.900439
2024-04-01 15:30:00,324.0,324.0,324.0,324.0,50.0,2563400.0,11.245412,22500.0,22475.55,,,,,,,
2024-04-02 09:15:00,323.95,353.9,311.8,319.15,70650.0,98700.0,10.85817,22450.0,22444.35,220.0,230.05,204.25,218.6,98650.0,139400.0,12.507188
2024-04-02 09:30:00,319.15,333.6,302.25,313.4,193100.0,2573350.0,10.938822,22500.0,22480.5,218.6,228.1,208.8,221.5,223200.0,2597100.0,12.355297
2024-04-02 09:45:00,344.3,344.3,314.8,315.4,19350.0,106200.0,11.082078,22450.0,22429.9,202.4,222.7,202.4,222.3,21350.0,145750.0,12.4028
2024-04-02 10:00:00,314.65,326.15,310.0,311.3,10950.0,109350.0,10.80218,22450.0,22433.6,222.3,222.3,213.7,219.6,14500.0,145000.0,12.353157
2024-04-02 10:15:00,311.3,342.75,308.0,309.8,12850.0,108050.0,10.829932,22450.0,22430.15,219.6,224.45,200.8,220.4,22800.0,145500.0,12.32489
2024-04-02 10:30:00,309.8,343.2,309.8,338.2,39750.0,1005550.0,10.945244,22400.0,22424.75,220.4,220.6,200.0,201.05,78900.0,1393600.0,12.30247
2024-04-02 10:45:00,306.9,339.1,306.5,326.2,22850.0,1012150.0,11.063999,22400.0,22400.75,201.05,220.9,199.85,209.3,45750.0,1373700.0,12.236414
2024-04-02 11:00:00,325.7,345.35,302.95,315.05,123150.0,110150.0,11.020716,22450.0,22432.4,209.2,226.3,196.45,215.5,170950.0,146700.0,12.15101
2024-04-02 11:15:00,315.05,344.35,312.0,340.0,50900.0,993000.0,11.245454,22400.0,22417.45,215.5,215.5,193.6,196.2,43100.0,1298150.0,11.95115
2024-04-02 11:30:00,339.65,343.3,310.2,310.2,52250.0,106150.0,10.983485,22450.0,22425.8,196.2,211.35,190.25,210.2,34650.0,142350.0,11.788127
2024-04-02 11:45:00,342.55,345.95,308.05,339.9,13250.0,993050.0,11.257725,22400.0,22417.15,191.6,212.0,189.3,194.0,18050.0,1293800.0,11.847774
2024-04-02 12:00:00,339.9,344.3,311.45,343.4,20550.0,993400.0,11.217771,22400.0,22424.5,194.0,211.0,190.65,190.65,24100.0,1288700.0,11.829714
2024-04-02 12:15:00,343.4,344.0,311.0,342.0,13750.0,992450.0,11.27098,22400.0,22420.45,190.65,210.6,190.65,191.25,10850.0,1289750.0,11.784913
2024-04-02 12:30:00,342.0,347.0,311.3,313.8,4050.0,107000.0,11.106576,22450.0,22427.95,191.25,210.55,188.05,209.6,8000.0,141650.0,11.807764
2024-04-02 12:45:00,313.8,345.15,311.3,339.75,14450.0,990600.0,11.156231,22400.0,22421.15,209.6,210.15,189.2,193.3,10100.0,1286450.0,11.894825
2024-04-02 13:00:00,339.75,342.25,334.65,337.0,17100.0,991050.0,11.369667,22400.0,22409.05,193.3,196.0,190.85,195.0,32050.0,1281650.0,11.751609
2024-04-02 13:15:00,337.0,342.3,328.5,340.6,26450.0,995450.0,11.365543,22400.0,22415.35,195.0,201.25,190.2,190.5,49000.0,1280900.0,11.662839
2024-04-02 13:30:00,342.6,346.4,341.25,344.0,38300.0,1006450.0,11.553771,22400.0,22414.35,189.35,191.0,186.65,189.85,36900.0,1290050.0,11.616046
2024-04-02 13:45:00,344.0,348.65,336.7,337.45,32750.0,1005650.0,11.51124,22400.0,22405.1,189.85,193.05,187.05,191.8,44050.0,1296250.0,11.536084
2024-04-02 14:00:00,337.45,342.9,335.35,341.0,18500.0,1005100.0,11.434187,22400.0,22414.0,191.8,195.45,188.75,191.15,31300.0,1294250.0,11.672169
2024-04-02 14:15:00,340.0,345.5,336.95,342.35,30450.0,1003900.0,11.259842,22400.0,22422.65,191.15,192.7,187.65,189.0,40050.0,1289750.0,11.73327
2024-04-02 14:30:00,342.35,350.6,310.75,344.4,17600.0,998350.0,11.417507,22400.0,22420.55,189.0,206.95,184.3,186.3,41000.0,1289450.0,11.572
2024-04-02 14:45:00,314.3,346.95,314.3,321.75,17400.0,111200.0,11.365215,22450.0,22433.25,204.8,205.85,185.8,199.3,17450.0,140400.0,11.453994
2024-04-02 15:00:00,321.75,328.9,316.7,323.05,12650.0,110800.0,10.915507,22450.0,22452.3,199.3,202.0,195.1,197.35,10950.0,139800.0,11.724955
2024-04-02 15:15:00,322.9,326.95,320.1,320.1,16050.0,109500.0,10.450707,22450.0,22464.3,197.7,204.95,197.3,200.0,22850.0,139150.0,12.070376
2024-04-02 15:30:00,,,,,,,,22450.0,22464.3,200.5,200.5,200.5,200.5,50.0,139150.0,12.093374
2024-04-03 09:15:00,326.95,326.95,305.55,309.9,18850.0,60550.0,10.348703,22350.0,22363.95,192.8,209.1,192.75,203.9,50800.0,73050.0,12.401544
2024-04-03 09:30:00,309.9,319.85,284.9,310.0,35450.0,67450.0,10.207535,22350.0,22369.15,203.9,222.6,192.75,198.1,67300.0,73250.0,12.230639
2024-04-03 09:45:00,310.0,313.5,281.5,290.3,65050.0,964300.0,10.001456,22400.0,22392.9,198.1,217.95,195.0,210.9,94350.0,1360850.0,12.304482
2024-04-03 10:00:00,290.2,320.0,280.0,292.8,131050.0,118750.0,9.931969,22450.0,22448.6,211.0,214.2,188.75,203.8,145600.0,133850.0,12.065846
2024-04-03 10:15:00,292.8,305.0,290.0,295.95,41950.0,138300.0,9.943688,22450.0,22453.55,203.8,208.05,199.05,206.0,29200.0,137200.0,12.264248
2024-04-03 10:30:00,295.95,301.0,292.8,296.15,13500.0,139550.0,9.881758,22450.0,22456.2,205.95,209.3,202.0,205.0,18000.0,138400.0,12.270088
2024-04-03 10:45:00,296.15,317.7,283.5,297.35,29400.0,139050.0,10.26746,22450.0,22444.65,205.0,214.05,191.35,209.2,40300.0,140350.0,12.244665
2024-04-03 11:00:00,297.35,300.45,292.95,297.1,12900.0,135900.0,10.174815,22450.0,22447.7,209.2,210.1,203.4,206.0,14850.0,138300.0,12.156848
2024-04-03 11:15:00,297.1,316.2,295.5,310.0,17750.0,135700.0,10.481706,22450.0,22458.4,206.0,207.15,194.8,199.75,20300.0,143700.0,12.072824
